karata,secenje,boja,jasnoca,dubina,sto,cena,x,y,z
0.71,5,11,6,60.6,56,2911,5.76,5.8,3.5
0.77,1,12,6,60.3,61,2911,5.89,5.96,3.57
0.73,1,13,6,64.2,54,2912,5.68,5.72,3.66
0.7,1,13,6,58.7,63,2912,5.69,5.73,3.35
0.73,1,13,6,63.2,56,2912,5.75,5.76,3.64
0.7,2,14,6,60.7,60,2913,5.72,5.74,3.48
0.83,2,9,6,62,55,2915,6.03,6.06,3.74
0.71,5,12,6,62.2,56,2915,5.74,5.71,3.56
0.73,2,10,7,60.8,57,2916,5.8,5.83,3.54
0.74,4,12,7,62.5,60,2917,5.78,5.74,3.6
0.7,5,13,6,62.5,58,2917,5.63,5.67,3.53
0.71,5,12,6,61.2,56,2917,5.77,5.73,3.52
0.71,2,12,6,59.5,58,2918,5.82,5.87,3.48
0.8,2,10,6,61.2,53,2918,5.98,6.05,3.68
0.72,5,9,6,61.8,55,2918,5.75,5.79,3.56
0.72,2,11,7,60.5,57,2919,5.8,5.83,3.52
0.7,1,12,7,63.8,58,2919,5.61,5.58,3.57
0.73,5,10,7,61.9,55,2919,5.79,5.76,3.58
0.71,4,13,7,59.7,57,2920,5.87,5.78,3.48
0.71,4,12,7,59.1,59,2920,5.88,5.83,3.46
0.71,5,12,7,62.6,55,2920,5.71,5.67,3.56
0.71,2,13,6,59.9,59,2921,5.77,5.81,3.47
0.71,2,13,6,60.7,60,2921,5.75,5.78,3.5
0.9,3,9,6,64.1,66,2921,6.04,5.98,3.85
0.71,2,13,6,63.7,58,2922,5.6,5.64,3.58
0.71,2,13,6,63.3,59,2922,5.62,5.66,3.57
0.68,2,12,7,59.7,57,2922,5.79,5.76,3.45
0.72,2,13,6,63,57,2923,5.69,5.73,3.6
0.72,2,13,6,63.2,58,2923,5.67,5.72,3.6
0.71,5,13,7,62.4,54,2923,5.71,5.74,3.57
0.9,4,9,6,58.7,60,2923,6.35,6.28,3.7
0.7,5,9,7,61.5,56,2924,5.71,5.75,3.52
0.7,2,12,7,64.5,58,2925,5.55,5.59,3.59
0.51,2,13,10,63.3,58,2925,5.03,5.08,3.2
0.71,5,9,10,61.5,56,2925,5.74,5.77,3.54
1.02,5,9,3,61.7,56,2925,6.49,6.44,3.99
1.2,4,9,3,60.5,58,2925,6.9,6.79,4.14
0.77,2,10,7,63.3,57,2927,5.79,5.83,3.68
0.7,2,12,6,61.3,54,2928,5.72,5.76,3.52
0.7,2,14,6,60.8,59,2928,5.67,5.71,3.46
0.8,2,11,6,61.1,57,2929,6.01,6.07,3.69
0.7,5,11,6,61.8,57,2929,5.68,5.71,3.52
0.71,2,13,6,61.3,60,2930,5.74,5.71,3.51
0.7,4,13,7,60.3,58,2930,5.7,5.74,3.45
0.7,5,13,7,62.3,54,2930,5.67,5.72,3.55
0.71,5,12,6,62.3,57,2930,5.69,5.74,3.56
0.71,5,11,7,62.7,57,2930,5.69,5.73,3.58
0.71,5,11,7,62.6,57,2930,5.67,5.7,3.56
0.72,2,12,6,63.3,57,2931,5.69,5.72,3.61
0.72,5,12,6,61.8,59,2931,5.71,5.74,3.54
0.73,4,12,6,59.9,58,2933,5.84,5.87,3.51
0.75,5,12,6,62.3,57,2933,5.81,5.87,3.64
1.17,3,9,3,65.4,62,2935,6.68,6.57,4.33
0.8,4,10,7,62,60,2935,5.92,5.86,3.65
0.74,5,12,6,60.5,59,2936,5.81,5.86,3.53
0.76,4,11,7,59.6,57,2937,6.01,5.91,3.55
0.73,2,12,6,62.7,58,2939,5.73,5.75,3.6
0.73,2,11,7,60.7,57,2939,5.76,5.83,3.52
0.73,5,12,6,62.7,58,2939,5.72,5.77,3.6
0.75,5,11,6,60.6,55,2939,5.93,5.91,3.59
0.81,5,9,6,61.8,56,2939,6.02,5.99,3.71
0.82,4,10,6,62.6,59,2939,5.99,5.93,3.73
1.24,2,8,3,61.9,55,2940,6.85,6.92,4.26
0.7,5,12,7,61.2,54,2940,5.92,5.64,3.54
0.75,3,13,6,56,67,2940,6.18,6.08,3.43
1,1,10,3,57.6,61,2940,6.67,6.6,3.82
0.75,5,13,6,61.6,57,2940,5.84,5.81,3.59
0.7,5,13,6,61.5,56,2940,5.73,5.68,3.51
0.71,4,12,7,61.1,58,2942,5.76,5.72,3.51
0.7,5,12,6,60.8,56,2942,5.78,5.79,3.52
0.72,5,12,6,62,56,2943,5.77,5.75,3.57
0.79,2,10,6,61.5,55,2945,5.89,5.94,3.64
0.71,2,13,7,63.3,59,2946,5.64,5.67,3.58
0.71,2,13,7,62.7,57,2946,5.69,5.73,3.58
0.78,2,10,7,61.7,56,2947,5.92,5.94,3.66
0.76,5,13,7,62.1,57,2947,5.82,5.87,3.63
0.73,4,14,6,60.9,59,2947,5.82,5.77,3.53
0.74,5,9,7,62,56,2947,5.79,5.82,3.6
0.74,5,9,7,61.1,57,2947,5.83,5.86,3.57
0.82,1,10,6,62.4,54,2947,5.97,6.04,3.75
0.73,5,11,7,61.7,55,2948,5.8,5.84,3.59
0.72,2,13,6,63,56,2949,5.66,5.73,3.59
0.72,5,10,7,62.3,55,2949,5.72,5.74,3.57
0.81,2,9,7,62.7,58,2950,5.9,5.96,3.72
0.71,5,11,7,62.4,57,2950,5.68,5.73,3.56
0.71,4,14,6,62.1,60,2950,5.72,5.68,3.54
0.72,2,14,7,62.7,58,2951,5.65,5.68,3.55
0.7,2,13,6,62.4,58,2952,5.66,5.68,3.54
0.7,2,13,6,63.4,59,2952,5.63,5.67,3.58
0.7,2,13,6,61.8,59,2952,5.63,5.67,3.49
0.7,2,13,7,61.3,60,2952,5.68,5.7,3.49
0.72,5,11,6,61.5,55,2952,5.76,5.79,3.55
0.72,5,11,6,61.4,55,2952,5.76,5.8,3.55
0.7,5,13,6,61.9,58,2952,5.7,5.73,3.54
0.7,5,13,6,62.6,57,2952,5.63,5.68,3.54
0.7,5,13,6,62.1,55,2952,5.71,5.75,3.56
0.74,5,9,10,62.1,53.9,2952,5.79,5.81,3.6
0.7,1,13,7,61,61,2952,5.69,5.72,3.48
0.8,2,10,6,59.1,59,2953,6.02,6.07,3.57
0.79,4,12,6,63,59,2953,5.84,5.8,3.66
0.75,1,12,7,64.4,59,2953,5.67,5.72,3.66
0.71,2,13,6,59.6,60,2954,5.8,5.85,3.47
0.72,4,13,6,61.1,59,2954,5.75,5.8,3.53
0.76,5,11,6,61.7,54,2954,5.88,5.92,3.64
0.89,4,9,7,62.2,62,2955,6.14,6.02,3.78
0.7,2,12,6,62.4,57,2956,5.67,5.71,3.55
0.74,2,10,7,61.4,56,2956,5.81,5.84,3.57
0.74,2,10,7,62.3,56,2956,5.75,5.78,3.59
0.7,5,12,6,60.8,57,2956,5.75,5.77,3.5
0.7,4,14,7,60.4,58,2956,5.78,5.71,3.47
0.72,5,12,6,62.6,56,2956,5.75,5.72,3.59
0.72,5,12,6,62.2,56,2956,5.75,5.73,3.57
0.79,5,9,7,62.2,57,2958,5.89,5.94,3.68
0.72,1,11,7,58,57.8,2958,5.85,5.87,3.4
0.7,2,12,7,60.1,58,2959,5.73,5.79,3.46
0.79,4,11,6,62.3,58,2959,5.92,5.89,3.68
0.7,2,14,6,63,56,2960,5.61,5.69,3.56
0.7,1,14,6,63.4,57,2960,5.6,5.67,3.57
0.7,5,14,6,61.3,57,2960,5.72,5.76,3.52
0.76,5,12,6,62.6,56,2960,5.82,5.78,3.63
0.72,5,11,6,61.3,56,2960,5.77,5.81,3.55
0.64,5,11,10,61.7,58,2960,5.52,5.56,3.42
0.74,5,11,7,61.8,55,2960,5.85,5.8,3.6
0.77,2,10,7,62.8,58,2961,5.75,5.78,3.62
0.72,4,13,7,61.5,60,2961,5.79,5.75,3.55
0.73,4,12,7,61.9,56,2961,5.81,5.76,3.58
0.73,4,12,7,62.7,56,2961,5.75,5.73,3.6
0.72,5,10,7,61.1,57,2961,5.8,5.82,3.55
0.71,4,12,7,62.1,53,2961,5.77,5.7,3.56
0.75,4,10,7,61.9,61,2961,5.85,5.82,3.61
0.72,5,13,6,62,56,2962,5.73,5.76,3.56
0.71,5,11,7,62.2,56,2962,5.69,5.72,3.55
0.71,5,13,7,62.1,53,2963,5.76,5.73,3.57
0.71,2,13,6,62.9,57,2964,5.68,5.7,3.58
0.7,1,13,7,63.6,58,2964,5.61,5.56,3.55
0.7,3,13,7,64.5,57,2964,5.59,5.55,3.59
0.9,3,8,7,65.4,60,2964,6.02,5.93,3.91
0.9,4,8,7,62.1,62,2964,6.12,6.05,3.78
1.5,3,10,3,65.6,54,2964,7.26,7.09,4.7
1.05,4,13,3,61.4,58,2964,6.53,6.46,3.99
0.9,3,8,7,64.6,58,2964,6.12,6.06,3.93
0.71,5,9,7,61.8,56,2965,5.68,5.72,3.52
0.71,5,9,7,61.6,56,2965,5.71,5.75,3.53
0.71,5,9,7,61.3,57,2965,5.73,5.76,3.52
0.71,5,9,7,61.5,56,2965,5.72,5.76,3.52
0.73,2,11,6,62.1,59,2966,5.68,5.73,3.54
0.7,2,13,7,61.3,56,2967,5.68,5.71,3.49
0.7,2,13,7,61.5,56,2967,5.69,5.75,3.52
0.79,5,10,6,62,56,2967,5.91,5.93,3.67
0.31,2,11,6,62.6,56,559,4.33,4.37,2.72
0.31,2,11,6,61.4,55,559,4.38,4.41,2.69
0.31,2,11,6,60.9,57,559,4.37,4.39,2.67
0.24,5,11,10,61.7,56,559,3.99,4.01,2.47
0.24,5,11,10,60.8,58,559,4.01,4.05,2.44
0.24,5,11,10,61.8,55,559,3.99,4.02,2.47
0.24,5,11,10,61.6,57,559,3.99,4.02,2.46
0.24,5,11,10,61.3,57,559,4,4.03,2.46
0.32,5,11,7,62.3,55,559,4.39,4.41,2.74
0.32,5,11,7,61.8,55,559,4.42,4.45,2.74
0.25,2,12,10,61.5,56,560,4.04,4.06,2.48
0.27,2,12,10,60.4,58,560,4.18,4.2,2.53
0.32,5,11,6,61.6,54,560,4.4,4.43,2.72
0.32,4,10,7,60.2,58,561,4.43,4.47,2.68
0.32,5,10,7,61.5,57,561,4.4,4.42,2.71
1.13,3,10,3,64.8,59,2968,6.52,6.42,4.19
0.71,4,14,6,58.7,61,2968,5.88,5.85,3.44
0.8,5,11,6,61.2,57,2969,6.02,6.07,3.7
0.72,2,11,7,60.6,56,2970,5.84,5.87,3.55
0.7,1,12,7,63.8,58,2970,5.58,5.61,3.57
0.78,4,13,6,62.6,57,2970,5.91,5.85,3.68
0.78,5,10,6,61.6,56,2970,5.94,5.91,3.64
0.76,5,11,7,59.4,57,2972,5.99,6.03,3.57
0.7,5,11,7,61.7,56,2972,5.64,5.71,3.5
0.81,4,10,7,62.6,58,2972,5.96,5.9,3.71
0.75,5,11,7,62.3,57,2973,5.83,5.86,3.64
0.7,5,13,7,60.5,56,2973,5.74,5.79,3.49
0.7,1,13,7,59.8,62,2973,5.74,5.8,3.45
0.57,5,12,10,61.8,54,2974,5.33,5.35,3.3
0.71,5,11,6,59.5,57,2974,5.81,5.8,3.46
0.7,2,12,7,62.1,57,2975,5.69,5.72,3.54
0.83,5,10,6,61.3,54,2975,6.1,6.06,3.73
0.76,4,14,6,60.9,58,2977,5.9,5.85,3.58
0.7,5,13,7,61.3,54,2978,5.77,5.83,3.54
0.7,5,13,6,61.7,56,2979,5.74,5.71,3.53
0.7,5,13,6,61.5,57,2980,5.67,5.78,3.52
0.64,1,12,10,58.6,61,2980,5.69,5.71,3.34
0.7,5,13,6,62.2,55,2981,5.67,5.71,3.54
0.71,5,13,6,59.5,57,2982,5.86,5.83,3.48
0.71,2,11,7,60.8,63,2982,5.76,5.68,3.48
0.71,4,13,6,62.6,58,2982,5.72,5.68,3.57
0.74,5,13,6,62.7,54,2984,5.8,5.77,3.63
0.9,2,8,6,63.1,57,2984,6.12,6.06,3.84
1,4,11,3,62.5,62,2984,6.42,6.35,3.99
0.7,2,14,6,63.1,56,2985,5.62,5.69,3.57
0.82,4,10,7,62.3,60,2985,5.97,5.94,3.71
0.77,2,11,7,62.8,58,2986,5.78,5.84,3.65
0.8,5,9,7,61.9,54.1,2986,5.92,5.98,3.69
0.82,5,9,7,61.6,57,2986,6,6.05,3.71
0.7,5,11,7,61.3,59,2987,5.68,5.7,3.49
0.6,2,12,10,60.1,54,2988,5.5,5.58,3.33
1.03,2,11,3,63.2,58,2988,6.44,6.34,4.04
0.76,5,9,10,61.6,55,2988,5.92,5.89,3.64
0.72,5,12,6,62.1,54,2989,5.76,5.8,3.59
0.76,2,11,6,62.1,54,2990,5.88,5.94,3.67
0.72,2,13,6,62.9,57,2990,5.68,5.73,3.59
0.75,5,11,6,60.6,55,2991,5.91,5.93,3.59
0.7,5,14,6,60.3,60,2991,5.71,5.76,3.46
0.7,2,13,6,62.8,56,2992,5.66,5.68,3.56
0.7,5,12,7,62.4,55,2993,5.65,5.7,3.54
0.71,2,12,6,59.6,56,2994,5.84,5.88,3.49
0.71,2,11,7,59.3,55,2994,5.88,5.95,3.51
0.81,2,11,6,63.1,58,2994,5.88,5.84,3.7
1.24,4,8,3,61.9,55,2994,6.92,6.85,4.26
0.81,4,11,6,62,58,2994,5.95,5.92,3.68
0.7,5,11,7,60.9,56,2995,5.76,5.8,3.52
0.88,2,9,7,63.3,55,2996,6.11,6.06,3.85
0.74,5,9,6,61.9,55,2997,5.8,5.83,3.6
0.7,5,14,6,62.8,57,2998,5.69,5.75,3.59
0.72,5,10,7,61.4,56,2998,5.79,5.81,3.56
0.7,5,12,7,61.6,57,2998,5.7,5.73,3.52
0.85,3,11,7,57.7,67,2998,6.26,6.19,3.59
0.7,2,14,6,59.7,59,2999,5.82,5.78,3.46
0.73,2,11,7,62.4,58.1,2999,5.71,5.75,3.58
1.02,3,10,3,61.5,60,2999,6.4,6.34,3.92
0.74,4,13,7,62.7,58,2999,5.83,5.74,3.63
0.74,4,13,7,60.9,62,2999,5.83,5.8,3.54
0.93,1,8,6,63.6,61,3000,6.16,6.08,3.89
0.7,4,14,7,61.6,61,3001,5.66,5.61,3.47
0.7,1,14,7,63.6,60,3001,5.61,5.52,3.54
0.7,2,14,7,63.4,59,3001,5.58,5.55,3.53
0.71,4,14,6,62.1,60,3002,5.68,5.72,3.54
0.72,1,12,7,63.8,58,3002,5.68,5.63,3.61
0.8,4,11,6,60.6,59,3002,6.02,5.97,3.63
0.73,3,12,7,58.6,66,3002,5.92,5.88,3.46
0.7,5,10,7,61.7,55,3004,5.69,5.72,3.52
0.61,5,13,7,61.3,54,3004,5.53,5.5,3.38
0.72,5,9,7,60.4,56,3005,5.8,5.86,3.52
0.71,4,13,7,61.1,58,3006,5.8,5.76,3.53
0.71,2,13,7,63.2,60,3006,5.63,5.6,3.55
0.7,2,14,7,60.4,58,3008,5.71,5.78,3.47
0.7,5,12,6,61.3,57,3008,5.7,5.76,3.51
0.82,4,10,7,62.5,59,3008,5.96,5.94,3.72
0.71,2,13,7,63.7,58,3009,5.63,5.68,3.6
0.71,2,13,7,62.1,57,3009,5.67,5.69,3.53
0.71,2,13,7,63.4,58,3009,5.64,5.68,3.59
0.8,5,9,7,60.7,59,3010,5.98,6.02,3.64
0.73,2,11,7,60.7,55,3011,5.87,5.89,3.57
1,2,11,3,62.5,62,3011,6.42,6.35,3.99
1.2,3,8,3,64.9,59,3011,6.61,6.54,4.27
1.2,3,9,3,62.2,66,3011,6.77,6.7,4.2
1.2,3,9,3,66.2,55,3011,6.61,6.51,4.34
0.7,5,12,6,61.9,55,3011,5.7,5.74,3.54
0.7,5,12,6,61.8,57,3011,5.67,5.75,3.53
0.7,5,12,6,62.7,55,3011,5.66,5.69,3.56
0.7,5,12,6,61.4,58,3011,5.7,5.73,3.51
0.78,2,11,6,61.3,60,3012,5.89,5.96,3.63
0.72,5,11,6,61.7,56,3012,5.74,5.78,3.55
0.75,4,12,6,61.6,58,3013,5.84,5.89,3.61
0.71,2,12,7,62.1,53,3013,5.7,5.77,3.56
0.71,5,12,7,61.1,57,3013,5.76,5.82,3.54
1.01,4,11,3,61.1,61,3014,6.49,6.35,3.92
0.72,2,14,6,62.1,59,3016,5.7,5.73,3.55
0.7,4,13,7,61.8,58,3016,5.71,5.75,3.54
0.7,5,13,7,62.7,57,3016,5.65,5.7,3.56
0.76,5,10,6,61.9,55,3016,5.85,5.88,3.64
0.7,2,11,7,60.1,60,3017,5.73,5.76,3.45
0.71,2,12,7,61.8,60,3017,5.66,5.7,3.51
1.12,4,11,3,60.3,60,3017,6.75,6.69,4.05
0.7,5,11,7,61.1,56,3017,5.72,5.74,3.5
1.12,2,11,3,61.2,63,3017,6.68,6.59,4.05
1.03,2,11,3,60.8,57,3018,6.51,6.55,3.97
0.72,5,10,6,61.2,57,3018,5.79,5.77,3.54
0.7,1,13,7,60.2,61,3018,5.71,5.75,3.45
0.77,4,12,6,62.4,59,3018,5.85,5.81,3.64
0.71,5,14,6,60.4,53,3020,5.81,5.85,3.52
0.75,4,13,6,62.1,57,3024,5.9,5.79,3.63
0.9,2,8,6,63.1,59,3024,6.09,6.05,3.83
0.9,1,8,6,63.9,58,3024,6.15,6.08,3.91
0.72,4,13,6,60.4,61,3024,5.79,5.76,3.49
0.72,4,13,6,62.5,59,3024,5.73,5.7,3.57
0.72,2,11,7,60.1,63,3024,5.86,5.82,3.51
0.7,2,11,6,61.8,55,3026,5.69,5.74,3.53
0.71,5,13,6,62.3,56,3026,5.7,5.73,3.56
0.83,5,10,6,61.3,54,3027,6.06,6.1,3.73
0.8,5,10,6,62.1,54,3030,5.96,5.99,3.71
0.74,5,10,7,61.6,55,3030,5.79,5.83,3.58
0.77,3,12,7,66.8,57,3031,5.66,5.76,3.82
0.72,4,11,7,58.9,58,3032,5.93,5.85,3.47
1.01,1,13,3,63.8,57,3032,6.4,6.33,4.06
0.71,2,14,6,63,57,3033,5.67,5.7,3.58
0.73,5,11,7,61.6,57,3033,5.76,5.79,3.56
0.52,5,13,10,61.1,57,3033,5.17,5.21,3.17
0.7,1,14,6,64.1,59,3033,5.56,5.49,3.54
0.7,2,14,6,63.2,60,3033,5.61,5.56,3.53
0.7,1,14,6,63.9,58,3033,5.62,5.58,3.58
0.92,3,9,6,64.4,58,3033,6.13,6.1,3.94
0.7,5,11,7,61.4,57,3034,5.7,5.73,3.51
0.72,2,13,6,63.8,57,3035,5.66,5.69,3.62
0.71,5,13,6,59.5,57,3035,5.83,5.86,3.48
0.72,5,11,7,62.4,59,3035,5.71,5.74,3.57
0.74,5,13,6,62.6,56,3036,5.73,5.81,3.61
0.32,4,11,6,60.5,58,561,4.41,4.42,2.67
0.32,4,11,6,62.5,60,561,4.32,4.38,2.72
0.32,5,11,6,61.4,56,561,4.37,4.39,2.69
0.32,4,11,6,59.8,59,561,4.48,4.52,2.69
0.32,2,11,6,60.2,57,561,4.42,4.45,2.67
0.32,1,11,6,63.3,54,561,4.36,4.39,2.77
0.32,1,10,7,63.1,57,561,4.34,4.37,2.75
0.32,5,11,6,61.4,55,561,4.4,4.46,2.72
0.32,5,11,6,59.8,57,561,4.43,4.46,2.66
0.32,5,11,6,61.7,57,561,4.38,4.4,2.71
0.32,4,10,7,62.3,58,561,4.34,4.39,2.72
0.32,2,10,7,63,57,561,4.32,4.35,2.73
0.32,4,11,6,61.9,58,561,4.36,4.43,2.72
0.32,1,11,6,63.1,57,561,4.3,4.35,2.73
0.32,2,10,7,63,57,561,4.37,4.39,2.76
0.32,5,11,6,61.8,57,561,4.37,4.4,2.71
0.32,2,10,7,61.7,58,561,4.37,4.41,2.71
0.32,4,10,7,61.7,58,561,4.38,4.44,2.72
0.32,5,11,6,61.8,55,561,4.41,4.42,2.73
0.32,4,11,6,61.7,60,561,4.32,4.4,2.69
0.32,2,11,6,62.6,58,561,4.37,4.39,2.74
0.32,4,11,6,62.3,58,561,4.36,4.41,2.73
0.32,5,11,6,61.6,57,561,4.39,4.41,2.71
0.32,5,10,7,61.9,55,561,4.4,4.42,2.73
0.32,5,10,7,60.2,56,561,4.44,4.49,2.69
0.76,5,10,6,61.4,57,3038,5.85,5.88,3.6
0.7,5,10,6,61.5,56,3038,5.71,5.73,3.52
0.7,3,12,7,64.9,59,3039,5.56,5.59,3.62
0.73,5,11,7,61.8,57,3041,5.78,5.81,3.58
0.71,5,12,7,62.7,57,3041,5.66,5.7,3.56
0.71,5,12,7,61.7,55,3041,5.73,5.77,3.55
0.81,1,9,7,59.4,56,3042,5.97,6.11,3.59
0.71,2,12,7,62.2,55,3045,5.68,5.74,3.56
0.71,2,12,7,61.2,57,3045,5.73,5.77,3.52
0.71,2,14,6,62.8,56,3045,5.67,5.7,3.57
0.72,4,14,6,60.2,60,3045,5.76,5.81,3.48
0.73,3,14,7,66,54,3047,5.56,5.66,3.7
0.72,4,10,10,58.7,59,3048,5.94,5.88,3.47
0.72,1,13,7,57.9,60,3048,5.97,5.91,3.44
0.72,2,13,7,63.1,56,3048,5.7,5.65,3.58
0.9,5,8,7,62.6,55,3048,6.13,6.11,3.83
1.02,1,13,3,63.1,60,3051,6.31,6.4,4.01
0.66,2,11,10,60.5,59,3051,5.69,5.74,3.46
0.7,2,14,6,62.5,55,3052,5.65,5.71,3.55
0.77,5,12,6,61.2,57,3052,5.93,5.97,3.64
0.7,2,14,6,62.6,58,3053,5.67,5.7,3.56
0.71,2,13,6,59.9,59,3053,5.79,5.83,3.48
0.7,2,12,7,62.8,59,3053,5.65,5.69,3.56
0.71,5,13,6,60.9,56,3053,5.77,5.83,3.53
0.79,4,11,7,62.3,56,3053,5.94,5.87,3.68
0.79,4,11,7,61.3,59,3053,5.97,5.91,3.64
0.7,2,14,7,62.9,60,3054,5.62,5.67,3.55
0.76,1,12,7,59.9,61,3057,5.89,5.98,3.56
0.91,4,8,6,61.6,58,3058,6.28,6.23,3.85
0.72,2,12,7,62.1,59,3059,5.69,5.74,3.55
0.71,2,13,7,61.8,56,3059,5.74,5.78,3.56
1.03,2,11,3,62.4,57,3060,6.41,6.45,4.01
0.7,2,13,7,61.1,55,3061,5.72,5.77,3.51
0.71,2,13,7,63.3,56,3061,5.64,5.68,3.58
0.71,4,13,6,62.2,59,3062,5.71,5.61,3.52
0.71,4,13,6,62,61,3062,5.71,5.65,3.52
0.93,4,8,7,60.3,58,3062,6.37,6.31,3.82
0.7,2,13,7,62.2,57,3063,5.63,5.68,3.52
0.7,2,13,7,62.5,56,3063,5.64,5.68,3.54
0.7,1,13,7,59.4,61,3063,5.79,5.83,3.45
0.71,2,13,7,63.3,59,3064,5.64,5.68,3.58
0.76,4,13,6,61.7,62,3064,5.85,5.82,3.6
0.7,5,12,6,61.4,56,3064,5.72,5.75,3.52
0.7,5,12,6,61.6,55,3064,5.72,5.75,3.53
0.72,2,13,6,63,58,3065,5.69,5.73,3.6
0.7,5,11,7,61.5,56,3065,5.7,5.75,3.52
0.65,5,10,10,61.5,55,3065,5.6,5.62,3.45
0.77,5,9,7,61.4,56,3066,5.9,5.93,3.63
0.71,5,12,7,62,57,3066,5.7,5.75,3.55
0.71,5,12,7,62.1,57,3066,5.73,5.76,3.57
0.73,2,13,6,63.1,55,3066,5.77,5.71,3.62
0.7,2,13,7,63.4,60,3068,5.63,5.66,3.58
0.7,5,13,6,62.6,56,3068,5.65,5.69,3.55
0.85,2,9,6,60,57,3070,6.1,6.16,3.68
0.82,5,9,7,61.6,56,3071,6.05,6.01,3.72
0.75,5,11,6,61.6,55,3073,5.86,5.89,3.62
0.71,5,13,6,62.2,57,3073,5.69,5.73,3.55
1.03,4,11,3,60.8,57,3073,6.55,6.51,3.97
0.7,1,14,6,58,65,3073,5.81,5.73,3.39
0.78,2,11,6,61.7,58,3074,5.87,5.92,3.64
0.77,5,10,7,61.4,55,3074,5.89,5.93,3.63
0.72,2,14,6,61.8,58,3075,5.73,5.76,3.55
0.72,2,14,6,62.6,59,3075,5.69,5.72,3.57
0.76,5,9,6,61.7,56,3075,5.87,5.9,3.63
0.73,5,13,6,62.7,56,3077,5.75,5.8,3.62
0.71,3,14,6,64.7,58,3077,5.61,5.58,3.62
0.71,4,14,6,60.3,62,3077,5.76,5.69,3.45
0.72,4,13,6,62.5,59,3078,5.7,5.73,3.57
0.76,5,13,6,61.3,56,3079,5.79,5.83,3.56
1,2,13,3,62.3,58,3080,6.33,6.38,3.96
1,5,10,3,61.3,57,3080,6.41,6.44,3.94
1,3,8,7,66.6,57,3080,6.07,6.03,4.03
0.71,5,10,6,61.8,55,3080,5.75,5.78,3.56
0.71,5,10,6,61.8,55,3080,5.73,5.75,3.55
0.75,5,12,6,62.1,57,3081,5.8,5.82,3.61
0.71,5,13,7,62.2,57,3081,5.74,5.7,3.56
0.7,1,14,6,57.7,60,3082,5.83,5.86,3.37
0.91,2,8,7,63.5,55,3082,6.22,6.12,3.92
0.71,4,12,7,58.6,62,3082,5.88,5.82,3.43
0.86,4,10,6,61.3,59,3082,6.17,6.1,3.76
0.72,2,12,7,63.2,57,3083,5.69,5.73,3.61
0.71,2,14,6,61.8,55,3084,5.72,5.74,3.54
0.75,1,13,6,62.6,58,3084,5.73,5.78,3.6
0.81,5,10,6,61.6,56,3084,6.03,5.98,3.7
0.81,4,11,6,61.2,60,3084,6,5.99,3.67
0.72,5,12,7,62.4,56,3084,5.76,5.72,3.58
0.75,5,13,7,61.8,55,3086,5.85,5.87,3.62
0.7,1,14,6,63.9,58,3087,5.58,5.62,3.58
0.7,1,14,6,63.2,60,3087,5.56,5.61,3.53
0.7,1,14,6,64.1,59,3087,5.49,5.56,3.54
0.74,5,14,6,61.9,56,3087,5.84,5.79,3.6
0.79,4,12,6,60.7,60,3089,5.95,5.97,3.62
0.71,5,14,7,62.5,57,3090,5.71,5.68,3.56
0.71,4,14,7,58.1,62,3090,5.89,5.84,3.41
0.72,5,13,6,60.8,57,3091,5.79,5.82,3.53
0.92,4,8,6,60.9,62,3091,6.31,6.26,3.83
1.2,4,11,3,60.3,58,3091,6.82,6.77,4.1
0.7,2,14,6,60.7,58,3092,5.7,5.73,3.47
0.7,5,14,6,61.6,58,3092,5.66,5.7,3.5
0.7,5,14,6,62.3,55,3092,5.67,5.7,3.54
0.7,5,13,6,62,57,3093,5.68,5.71,3.53
0.7,5,14,7,61.9,57,3093,5.69,5.72,3.53
0.7,2,13,7,63.4,57,3095,5.63,5.67,3.58
0.71,2,14,6,63.1,59,3096,5.64,5.67,3.57
0.71,2,14,6,63,58,3096,5.65,5.68,3.57
1.29,1,9,3,64.2,54,3098,6.93,6.83,4.42
0.72,5,14,6,61.8,57,3099,5.76,5.73,3.55
0.71,4,13,6,62.2,59,3101,5.79,5.76,3.59
0.9,2,8,7,62.6,55,3102,6.11,6.13,3.83
0.72,5,11,7,61.3,56,3102,5.77,5.82,3.55
0.71,5,13,6,62.2,56,3103,5.7,5.75,3.56
0.81,2,10,7,63.6,57,3104,5.87,5.9,3.74
0.78,5,9,7,61.9,56,3105,5.91,5.94,3.67
0.78,5,9,7,60.7,56,3105,5.97,6.03,3.64
1.52,1,13,3,57.3,58,3105,7.53,7.42,4.28
1.52,1,13,3,57.3,58,3105,7.53,7.42,4.28
0.9,5,8,6,59.8,56,3105,6.27,6.24,3.74
0.72,5,12,7,62.4,55,3105,5.78,5.75,3.6
0.7,2,13,7,63.4,56,3107,5.6,5.63,3.56
0.7,5,13,7,62.2,58,3107,5.62,5.69,3.52
0.7,1,14,7,60.4,63,3107,5.73,5.76,3.47
0.32,5,10,7,61.3,55,561,4.41,4.43,2.71
0.32,4,11,6,61,59,561,4.42,4.46,2.71
0.32,4,10,7,61.3,60,561,4.33,4.38,2.67
0.32,4,11,6,62.3,60,561,4.37,4.4,2.73
0.32,5,11,6,61.8,57,561,4.38,4.42,2.72
0.32,2,11,6,62.4,59,561,4.33,4.36,2.71
0.32,2,10,7,61.7,61,561,4.38,4.43,2.72
